Year	Y	I	A	C	D	NAS	HE	GA	L	S	TD	EP	J	ED	PREX	FS	T	HH	E	SI	LC	PR	II	ITC	TC	SBA	VA	GS	FEM	CR	PM	JU	NS	AE	NF	P	W	CS	FT	ER	PE	GP	IC	SSA	FR	AA	PRVP	SE	HS	CC	CSA	NMB	N	MS	LR	FE	AC	IA	NCU	FW	FP	RR	CAB	FCA	NC	NA	M	FAA	FHL	MC	FA	FMC	F	FL	DC	ID	B	CZ	OP	NHA	AR	ONR	NASA	FM	AG	GB	ES	ICA	FCD	U	PL	PHE	PA	CA	FO	H	CI	Z	SB	OD	SS	OHW	G	STT	NAT	AS	WY	CNG	HGY	X	MA	TA	TS	GAO	FTZ	FC	OGA	RL	PAC	FF	EC	EB	JA	DT	LGL	OAE	JUL	TF	OSU	OAD	CNW	OYY	OT	RS	UF	PER	RNB	ESC	OIN	SQ	ATC	WA	UNI	VB
1925	111	45	82	219	12	0	5	1	31	9	4	0	2	0	2	13	15	0	0	21	5	1	0	0	1	0	0	0	0	0	0	6	0	0	0	0	2	0	8	0	0	3	61	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1926	243	47	98	218	14	0	4	2	37	18	3	0	2	0	3	9	13	0	0	26	5	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	2	0	15	0	0	2	75	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1927	116	25	114	290	13	0	3	3	29	20	3	0	1	0	2	5	18	0	0	22	8	4	0	0	2	0	0	0	0	0	0	9	0	0	0	0	5	0	0	0	0	2	77	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1928	220	18	118	216	11	0	2	2	36	23	4	0	2	0	2	7	18	0	0	28	7	4	0	0	5	0	0	0	0	0	0	9	0	0	0	0	3	0	4	0	0	1	71	0	2	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1929	104	48	178	315	15	0	5	5	42	24	2	0	2	0	1	5	14	0	0	30	5	0	0	0	4	0	0	1	0	0	0	8	0	1	0	0	2	0	3	0	0	4	55	0	2	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1930	207	63	136	311	14	0	7	2	37	27	4	0	2	0	1	11	11	0	0	42	3	0	0	0	0	0	0	2	0	0	0	10	0	2	0	0	3	2	4	0	0	2	57	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1931	136	62	132	336	12	0	6	3	49	38	3	0	10	0	1	0	17	0	0	28	7	6	0	0	0	0	0	3	0	0	0	11	0	3	0	0	6	0	4	0	0	2	50	0	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1932	195	79	103	257	13	0	6	4	42	49	4	0	3	0	3	8	16	0	0	49	4	1	0	0	1	0	0	0	0	0	0	14	0	1	0	0	2	0	3	0	0	3	46	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1933	392	954	78	190	15	0	6	2	34	48	4	0	1	1	2	2	14	0	0	16	5	0	0	0	0	0	1	2	0	0	0	15	0	2	0	0	5	0	2	0	0	3	47	0	3	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1934	888	110	138	80	15	0	8	2	29	53	4	0	4	0	2	4	16	0	0	14	4	0	0	0	1	0	2	1	0	0	0	11	0	1	0	0	3	0	5	0	0	7	35	0	3	0	0	12	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1935	413	116	116	107	18	0	9	2	28	61	3	0	2	0	2	1	21	0	0	12	10	0	0	0	0	0	0	0	0	0	0	14	0	1	0	0	3	0	4	0	0	3	51	0	1	0	0	0	0	4	0	0	4	0	1	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1936	193	141	177	103	15	0	8	2	44	68	2	0	5	1	2	9	33	0	0	11	10	0	0	0	3	0	0	4	0	0	0	12	0	1	0	0	4	0	6	0	0	3	40	0	1	0	0	3	0	6	0	1	2	0	5	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1937	232	147	285	112	9	0	13	4	23	65	4	0	5	1	2	25	22	0	0	17	13	0	0	0	7	0	2	2	0	0	0	14	0	1	0	1	4	0	6	0	0	3	55	0	0	0	0	2	0	8	0	1	1	0	10	0	0	0	0	4	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1938	262	185	333	127	18	0	20	2	42	75	5	0	17	1	2	12	23	0	0	20	4	0	0	0	1	0	1	3	0	0	0	15	0	2	0	0	1	13	6	0	0	5	59	2	2	0	0	12	1	7	0	2	1	0	19	0	0	0	0	1	2	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1939	322	162	297	129	14	0	16	4	68	71	4	0	3	1	2	17	20	0	0	23	11	1	0	0	8	0	0	5	0	0	0	16	0	4	0	1	8	0	4	0	0	7	67	0	3	0	0	5	1	7	0	1	2	0	24	0	0	0	1	4	4	1	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1940	300	206	303	147	16	0	16	3	59	48	3	0	4	1	3	58	12	0	0	20	12	8	0	0	2	0	0	6	0	0	0	15	0	7	0	0	11	4	2	0	0	12	64	0	1	0	0	26	0	5	0	2	3	0	24	0	0	0	1	13	4	2	2	6	0	0	4	0	0	2	0	0	1	3	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1941	304	185	321	128	21	0	19	5	77	66	4	0	4	1	4	56	26	0	0	23	2	33	0	0	6	0	0	3	0	0	0	18	0	8	0	0	12	2	3	0	0	2	52	1	1	0	0	303	0	8	0	2	9	0	25	0	0	0	0	5	2	4	2	8	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1942	284	189	241	126	22	0	20	2	44	57	2	0	8	0	4	75	40	0	0	32	11	66	0	0	6	0	0	1	0	0	0	15	0	3	0	0	12	0	3	0	0	4	41	2	1	0	0	16	0	2	0	2	3	0	22	0	0	0	1	5	0	1	2	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1943	319	121	108	150	28	0	14	4	34	58	3	0	2	1	2	50	44	0	0	29	10	74	0	0	2	0	0	0	0	0	0	26	0	4	0	0	40	6	5	0	0	4	23	0	1	0	0	20	1	4	0	3	8	0	23	0	0	0	1	1	1	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1944	414	133	134	67	60	0	34	4	37	77	6	0	2	0	4	70	40	0	0	14	7	17	0	0	2	0	1	1	0	0	0	16	0	5	0	0	39	5	5	0	0	5	23	10	0	0	0	16	0	1	0	2	10	0	14	0	0	0	1	0	0	2	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1945	366	145	143	268	47	0	19	3	39	104	2	0	3	1	4	25	16	0	0	15	30	32	0	0	3	0	1	3	0	0	0	23	0	10	0	0	65	2	4	0	0	4	25	3	4	0	0	14	0	6	0	11	4	0	21	0	0	0	1	2	0	2	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1946	530	259	139	165	47	0	18	3	82	136	3	0	1	0	4	62	19	0	0	29	23	54	0	0	3	0	1	2	0	0	0	17	0	8	0	0	44	9	3	0	0	4	26	3	0	0	0	10	0	2	0	11	5	0	16	0	0	0	1	1	1	3	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1947	798	306	128	233	34	0	16	3	45	124	5	0	24	0	4	23	21	1	0	27	8	15	0	0	6	0	5	1	0	0	1	27	0	8	0	0	17	10	5	0	0	8	11	4	3	0	0	7	0	7	0	7	3	0	16	0	0	0	1	2	2	2	4	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1948	783	1061	143	232	55	0	19	4	90	151	3	0	2	1	2	19	31	0	0	26	15	5	0	0	2	0	0	6	0	0	0	21	0	12	0	0	12	8	4	4	0	3	30	3	4	0	0	5	1	7	0	12	1	0	23	0	0	0	1	1	3	4	2	2	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1949	1310	361	239	418	46	0	26	5	95	137	4	0	7	0	3	44	18	4	0	13	12	10	0	0	17	0	0	5	1	0	1	26	0	4	0	1	127	14	5	8	0	2	29	3	3	0	0	4	0	5	0	9	86	0	27	0	0	0	1	0	4	3	2	4	0	1	5	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1950	1320	263	185	239	66	1	26	6	82	91	5	0	6	0	1	100	16	1	1	16	17	19	0	0	1	0	0	3	0	0	1	25	0	4	0	1	32	14	3	8	0	5	32	3	3	0	0	7	0	5	0	5	1	0	13	0	0	0	1	0	2	2	3	1	1	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1951	1225	213	189	243	122	0	12	4	77	176	2	0	5	1	7	41	12	3	0	20	12	25	0	0	0	0	2	6	0	0	1	22	1	2	0	0	39	16	2	10	0	2	37	2	3	0	0	3	0	12	0	1	2	0	17	0	0	0	1	0	1	2	3	5	0	1	39	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1952	1096	285	187	489	70	1	12	4	87	137	4	0	6	1	7	71	25	2	0	20	15	15	0	0	0	1	0	3	0	0	3	27	1	3	0	0	1	22	3	8	0	2	24	1	3	0	0	4	1	11	0	0	1	0	16	0	0	0	1	0	23	4	2	2	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1953	1107	274	223	256	87	0	15	5	87	92	2	0	4	1	7	51	25	3	0	26	19	14	0	0	0	2	0	6	0	0	3	25	1	4	0	1	0	16	2	8	0	3	31	2	5	0	0	3	0	15	0	1	2	0	15	0	0	0	1	0	2	4	6	4	0	0	2	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1954	1223	246	174	317	81	0	17	4	87	149	3	2	11	1	6	50	21	4	0	26	42	12	0	0	1	5	0	6	0	0	3	22	1	4	0	1	0	12	3	8	0	3	26	1	3	0	0	6	0	21	0	1	1	0	12	0	0	1	1	0	2	2	3	2	0	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1955	1541	234	225	332	115	0	16	5	68	86	5	0	6	1	14	117	15	8	0	38	27	14	0	0	1	1	0	6	0	0	2	19	8	5	0	1	0	26	6	10	0	3	41	1	5	0	0	1	0	15	0	1	2	0	16	0	0	2	1	1	2	4	11	5	0	1	2	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1956	1290	253	363	323	140	0	27	4	86	84	7	0	9	0	5	38	19	1	0	36	29	17	0	0	1	2	1	7	0	0	2	24	6	5	0	1	0	21	4	12	0	4	24	6	4	0	0	2	1	25	0	1	1	0	6	0	0	4	1	0	2	3	4	4	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1957	1279	253	246	243	128	0	35	5	102	191	0	0	6	1	11	55	20	0	2	39	46	18	0	0	1	1	0	6	0	0	1	24	6	4	0	1	0	13	5	12	0	3	43	7	5	0	0	3	0	11	0	1	2	0	6	0	1	1	1	0	4	4	7	3	0	0	2	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1958	1210	222	290	243	121	4	20	4	102	79	7	0	10	1	3	64	23	1	2	29	22	12	0	0	1	2	0	11	0	0	2	23	7	5	0	1	0	18	4	12	0	3	53	2	6	0	0	2	0	6	0	2	1	0	12	0	0	1	1	0	4	2	7	1	0	1	0	1	1	1	1	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1959	1467	307	296	396	160	155	28	5	104	83	8	0	5	1	11	51	24	2	2	40	61	20	0	0	1	6	0	7	0	0	1	39	4	4	0	1	0	11	2	23	0	4	39	2	4	0	0	5	1	13	0	1	2	0	11	0	2	2	1	0	4	2	7	6	0	0	1	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1960	1469	354	383	664	154	294	43	6	104	137	15	0	9	1	13	106	23	3	6	51	34	15	0	0	2	15	1	4	0	0	4	37	6	4	0	0	0	8	10	23	0	9	60	4	5	0	0	4	0	17	0	1	1	0	21	0	2	2	1	0	5	3	8	5	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1961	1598	416	432	366	147	479	154	5	101	108	12	1	12	1	12	197	17	2	11	26	21	12	0	0	16	18	1	11	0	7	3	36	11	10	0	1	0	17	7	58	0	6	34	3	3	0	0	2	0	7	0	1	1	0	14	0	2	2	1	0	6	4	11	4	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1962	1452	485	485	580	124	423	137	9	157	79	11	1	6	0	9	161	32	4	8	41	21	13	0	0	9	15	0	9	0	2	1	40	5	5	0	1	0	15	8	42	0	8	46	1	6	0	0	2	0	23	0	1	1	0	14	0	7	2	1	0	7	2	7	4	0	1	1	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1963	1164	479	525	534	146	265	177	6	161	177	11	1	10	1	17	233	31	6	10	42	13	28	0	4	14	27	0	14	0	7	1	48	42	12	0	1	0	18	7	47	0	9	39	4	4	0	0	3	0	22	0	1	2	0	17	0	3	4	1	0	5	2	10	3	1	1	1	2	1	0	1	1	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1964	1231	482	569	1563	185	310	184	5	181	99	9	0	10	1	4	277	36	7	5	38	66	92	0	1	8	19	0	14	0	0	4	45	12	8	0	2	0	20	17	27	0	7	37	4	6	0	0	5	0	19	0	1	1	0	17	0	5	2	1	0	12	2	9	3	0	1	0	2	0	0	0	2	1	0	2	0	0	2	0	0	0	0	0	3	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1965	1135	474	598	1088	218	304	207	3	176	84	12	0	17	3	34	273	32	11	9	52	45	28	0	3	12	6	1	16	1	10	2	50	10	10	0	1	0	18	14	48	0	11	33	2	5	0	0	2	0	76	0	1	1	0	16	0	4	4	2	1	6	5	8	3	4	1	0	3	2	0	0	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1966	720	505	643	1088	199	240	357	7	226	78	15	0	11	8	43	253	72	11	5	39	28	27	0	4	14	5	1	13	1	14	4	45	10	9	1	1	0	19	8	74	0	10	32	3	8	0	0	8	1	39	0	1	2	0	18	0	5	4	2	0	8	3	12	3	1	1	0	6	1	0	0	3	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1967	753	491	689	860	216	333	287	5	215	73	16	0	9	22	61	247	49	5	6	57	157	42	0	3	20	2	1	12	1	12	4	53	13	9	2	1	0	19	15	41	0	11	36	6	5	6	0	6	0	54	0	1	0	0	10	0	3	9	2	0	9	1	9	4	6	1	0	3	1	0	0	5	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1968	614	565	745	1510	227	390	268	4	210	227	36	1	13	23	73	270	70	13	8	404	42	55	0	4	22	4	2	19	1	17	5	54	24	12	3	2	0	20	8	47	0	12	28	2	7	13	0	2	0	42	0	1	0	0	11	0	3	3	2	0	12	2	8	3	0	1	0	1	1	0	0	3	3	0	1	0	0	1	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1969	881	521	666	1144	234	546	322	7	219	93	31	4	16	28	79	316	24	27	6	47	116	54	0	4	17	6	5	21	0	15	6	69	17	11	3	0	0	18	10	48	0	14	31	8	3	12	0	5	0	55	0	1	0	0	17	0	3	4	3	0	8	4	11	3	0	2	20	1	27	0	0	2	1	0	0	0	0	1	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1970	813	744	661	1442	188	333	359	5	193	88	56	10	19	18	67	56	31	23	7	39	63	43	0	2	19	5	6	14	0	22	6	34	11	10	4	3	0	16	17	43	0	12	19	1	6	13	0	4	1	62	0	1	1	0	15	0	5	3	6	0	7	3	10	2	0	2	0	2	3	0	0	3	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
