Year	Y	A	I	C	D	NAS	HE	S	GA	L	EP	TD	J	ED	HH	PREX	FS	AE	E	T	SI	LC	FEM	PR	ITC	GS	TC	SBA	VA	CR	PM	JU	NS	NF	W	ER	CS	P	FT	FR	FW	PE	GP	AA	IC	SSA	HS	N	PRVP	SE	CC	CSA	FE	NMB	MS	LR	AC	FP	NCU	IA	CAB	RR	FCA	NC	NA	M	FAA	FHL	MC	FMC	MN	LGA	FA	DC	CZ	FL	ID	NHA	B	SS	OP	PA	AR	FCD	ES	FM	NASA	F	CNF	Z	X	SB	G	GB	ICA	RNB	CA	FO	FF	H	II	U	DP	CO	OAG	WT	WHO	PCO	OCM	PL	RP	AS	SQ	WA	RS	WY	TA	TS	GAO	FTZ	FC	RL	PAC	EC	EB	PVRP	JA	DT	JUL	VB	NMC	TF
1938	369	389	358	137	19	0	27	86	2	119	0	7	19	0	0	4	17	12	0	32	24	11	0	0	0	9	1	0	0	0	0	15	0	0	5	0	16	0	8	2	2	0	8	0	83	3	1	23	0	11	10	0	0	2	0	38	0	2	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
1939	415	360	313	146	21	0	20	90	4	140	0	6	6	1	0	4	22	11	0	30	29	24	0	1	0	10	10	0	0	0	0	14	0	0	10	0	1	1	5	7	34	0	9	0	87	2	1	3	0	8	10	0	0	2	0	51	0	6	1	0	0	2	3	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
1940	351	370	400	168	19	0	18	63	6	146	0	5	9	0	0	4	61	17	0	20	25	27	0	8	0	8	3	0	0	0	0	15	0	0	12	0	6	0	3	2	62	0	16	0	92	2	0	3	0	28	8	0	0	2	0	52	0	6	1	0	2	4	8	0	0	4	0	0	2	0	0	0	0	0	0	3	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1941	327	427	364	155	27	0	23	79	5	155	0	7	6	0	0	6	68	32	0	34	28	10	0	40	0	15	27	0	0	0	0	17	0	0	13	0	3	0	5	2	47	0	7	0	76	4	0	12	0	306	11	0	0	3	0	53	0	2	0	0	2	5	8	0	0	0	0	0	2	0	0	0	0	0	0	7	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1942	315	311	395	151	25	0	23	63	2	113	0	4	10	0	0	5	77	28	0	48	39	22	0	78	0	15	6	0	0	0	0	18	0	0	11	0	1	0	4	2	24	0	6	0	57	4	0	3	0	19	2	0	0	2	0	46	0	0	1	0	2	2	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1943	348	174	310	175	30	0	16	70	4	107	0	3	4	0	0	3	64	8	0	54	38	21	0	79	0	4	4	0	0	0	0	30	0	0	46	0	7	0	6	2	9	0	5	0	34	2	1	9	0	24	6	0	0	4	0	45	0	1	1	0	2	2	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1944	427	182	284	79	67	0	36	98	4	102	0	7	3	0	0	5	73	10	0	44	17	13	0	24	0	4	4	0	0	0	0	19	0	0	43	0	6	0	6	1	0	0	7	0	33	11	0	13	0	20	2	0	0	3	0	28	0	0	1	0	2	3	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1945	391	191	250	300	61	0	24	130	3	82	0	2	5	0	0	6	27	18	0	21	18	37	0	35	0	9	7	0	0	0	0	35	0	0	67	0	4	0	5	5	2	0	5	0	39	5	0	5	0	18	9	0	0	14	0	39	2	0	1	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1946	605	196	701	201	58	0	23	167	5	147	0	3	3	0	0	6	65	20	0	31	31	42	0	57	0	9	3	0	0	0	0	24	0	0	45	0	10	0	3	1	1	0	4	0	42	5	0	7	0	15	3	0	0	14	0	34	0	1	1	0	3	4	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1947	864	174	797	267	47	0	21	158	3	104	0	9	29	0	1	9	26	36	0	33	31	12	0	11	0	18	7	0	5	0	1	32	0	0	36	0	13	0	6	4	2	0	12	0	15	6	0	4	0	10	10	0	0	8	0	29	0	3	1	0	5	2	3	0	0	2	0	0	1	1	0	0	0	0	0	0	0	4	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1948	833	193	1815	266	62	0	22	167	4	164	0	3	4	0	0	5	21	41	0	43	28	24	0	10	0	22	2	0	0	0	0	26	0	0	13	4	10	0	4	6	1	0	4	0	46	8	1	2	0	8	10	0	0	12	0	42	0	3	1	0	2	5	3	0	0	19	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1949	1359	299	938	459	55	0	30	162	5	158	0	4	12	0	4	4	53	53	0	30	15	18	1	11	0	40	17	0	0	0	1	33	0	0	166	8	16	1	8	4	4	0	3	0	39	4	0	94	0	6	8	0	0	10	0	48	0	6	1	0	2	4	5	0	1	6	0	0	2	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1950	1384	243	691	288	86	1	30	112	7	158	0	8	9	1	1	2	103	23	1	28	19	30	0	27	0	13	2	0	0	0	1	30	1	0	33	10	16	1	3	5	0	0	8	0	48	4	0	1	0	10	8	0	0	6	0	25	0	6	1	0	3	2	2	1	0	9	1	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
1951	1344	256	441	271	132	0	17	195	6	142	0	2	9	0	3	8	65	16	0	25	24	19	0	33	0	20	0	0	1	0	1	26	1	0	39	10	17	0	3	5	0	0	2	0	57	3	0	2	0	5	13	0	0	1	0	32	0	3	1	0	4	3	5	0	1	42	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0
1952	1239	255	586	527	84	1	17	191	4	152	0	6	11	0	4	8	79	26	0	21	20	27	0	19	0	22	0	1	0	0	2	32	1	0	2	8	23	0	5	5	0	0	3	0	32	2	1	1	0	6	12	0	0	2	0	30	0	25	1	0	2	5	2	0	0	4	0	0	0	1	0	0	0	2	13	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1953	1260	308	579	278	128	0	24	105	5	224	0	2	9	0	3	7	60	107	0	42	28	26	0	18	1	66	3	2	0	0	2	29	1	0	0	8	17	1	3	6	0	0	3	0	43	3	0	2	0	6	18	0	0	2	0	25	0	3	1	0	6	5	4	0	0	4	1	0	0	0	0	0	0	1	14	0	0	0	0	0	0	0	0	1	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1954	1410	242	553	371	116	0	25	175	4	209	2	5	15	0	5	7	56	34	0	27	26	76	0	13	1	34	5	5	0	0	2	28	1	0	0	8	13	1	4	5	0	0	4	0	34	2	0	1	0	9	22	0	0	1	0	20	0	4	1	1	3	2	3	0	2	3	0	1	0	0	0	0	1	0	14	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1955	1672	323	450	348	149	0	35	164	6	153	0	5	11	0	9	15	128	32	0	22	48	43	0	22	2	28	7	2	0	0	1	24	8	0	0	10	27	3	6	6	1	0	4	0	58	2	0	2	0	2	16	0	0	1	0	25	0	2	1	2	11	6	7	0	1	6	0	1	0	0	0	0	0	1	17	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1956	1445	485	722	350	160	0	38	104	6	196	0	9	14	1	1	6	43	38	0	28	39	41	0	17	2	29	7	3	0	0	1	27	6	0	0	12	23	1	4	5	0	0	6	0	33	7	1	1	0	4	26	0	0	1	0	10	1	3	1	4	4	3	4	0	0	3	0	1	0	1	0	0	0	1	13	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1957	1346	381	453	263	152	0	51	180	6	187	0	2	10	0	1	13	61	35	2	28	51	81	0	22	1	29	4	2	0	0	1	28	6	0	0	12	14	1	5	6	0	0	6	0	60	9	0	2	0	7	16	0	0	1	0	13	1	7	1	1	7	5	5	0	0	2	1	0	0	0	0	0	0	2	13	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1958	1293	482	403	263	147	5	32	109	5	188	0	10	16	0	1	7	73	40	3	35	36	38	0	16	1	39	4	2	0	0	2	28	9	0	0	12	20	2	5	7	0	0	6	0	66	4	0	1	0	3	9	0	0	2	0	18	0	5	1	1	7	2	3	0	1	1	1	1	1	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1959	1553	469	568	476	189	155	44	86	5	214	0	11	10	0	3	14	59	47	11	31	52	98	0	24	1	44	4	9	1	0	1	38	8	0	0	23	13	1	3	7	0	0	7	0	53	3	1	2	0	8	21	0	0	1	0	19	8	7	1	2	7	5	7	0	0	1	2	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1960	1559	594	574	731	189	294	58	163	7	218	0	21	11	0	4	15	115	67	27	34	64	52	0	27	0	64	2	16	1	0	3	40	13	0	0	23	9	1	11	6	0	0	18	0	75	5	0	1	0	7	24	0	0	1	0	30	3	5	1	2	8	3	7	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1961	1639	604	768	427	187	479	166	130	7	198	1	15	16	0	3	14	188	93	21	25	35	33	0	24	0	92	16	18	2	7	3	36	18	0	2	69	17	1	7	4	0	0	9	0	44	5	0	1	0	5	10	0	0	2	0	26	4	8	1	2	11	5	5	0	1	0	8	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1962	1515	640	810	831	153	423	150	87	9	257	2	17	13	0	9	11	180	91	33	40	45	37	0	23	0	91	9	15	1	3	1	35	9	0	0	47	16	2	11	7	0	0	14	0	62	2	0	1	0	7	32	0	0	2	0	24	12	9	1	3	7	2	6	0	1	1	7	0	0	1	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1963	1252	699	802	576	172	271	191	227	6	361	2	19	28	0	12	21	253	100	35	42	48	27	0	40	4	99	14	29	1	7	1	41	44	0	0	49	20	1	7	6	0	0	11	0	54	5	0	2	0	5	25	0	0	1	0	24	8	9	1	5	10	3	4	1	1	1	2	1	0	2	0	0	1	0	13	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1964	1313	771	837	1655	221	324	204	114	6	352	0	18	20	0	11	13	297	103	15	53	47	109	1	21	1	114	8	19	1	1	3	40	23	0	0	30	23	4	19	9	0	0	10	0	53	6	0	1	0	8	20	0	0	1	0	21	8	18	1	2	9	3	3	0	1	0	4	0	0	4	0	0	0	4	11	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1965	1270	753	709	1143	266	319	229	103	3	302	0	20	25	2	19	42	317	92	15	48	62	61	1	32	3	101	12	8	1	11	2	48	14	0	0	57	18	3	15	8	1	0	15	0	45	3	0	1	0	3	71	0	0	1	0	22	8	7	2	5	8	6	4	4	1	0	3	2	0	6	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1966	899	793	787	1139	231	250	391	93	8	328	3	30	21	7	17	50	295	211	35	68	49	44	1	35	4	151	14	6	2	15	4	40	16	1	0	95	20	3	14	11	0	0	13	0	48	4	1	3	0	10	32	0	0	1	0	23	9	11	2	6	12	3	4	1	1	0	7	1	0	5	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1967	889	806	816	932	270	344	298	90	6	327	2	21	26	21	14	67	259	165	14	65	63	511	1	57	3	132	20	8	2	15	3	47	15	2	0	51	19	3	18	7	0	0	14	6	50	8	0	0	0	7	47	0	0	1	0	17	8	11	2	10	10	2	5	6	1	0	3	1	0	7	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1968	713	849	968	1598	264	399	300	321	6	329	5	46	23	24	22	108	289	80	19	61	563	71	1	73	5	90	25	4	2	17	4	48	35	5	0	58	22	2	12	10	1	0	15	14	37	3	0	0	0	5	43	0	0	1	0	17	6	15	2	5	10	3	5	0	1	0	1	2	0	5	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1969	963	795	836	1262	268	558	353	115	10	324	6	44	27	31	40	95	337	127	13	39	49	146	1	65	5	143	20	6	4	15	3	239	22	3	0	54	30	1	10	7	0	0	16	12	39	9	0	0	0	8	46	0	0	3	0	24	9	11	3	6	12	6	5	0	2	18	3	28	0	4	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1970	923	829	1243	1600	241	340	442	105	5	357	48	64	38	20	32	86	68	137	11	40	48	97	0	57	2	145	20	5	6	22	5	35	13	5	0	52	29	5	19	13	0	0	17	13	25	2	1	1	0	8	58	0	0	3	0	22	9	10	6	4	12	3	3	0	2	0	3	4	0	5	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1971	1105	987	1241	1413	337	345	469	121	26	321	208	106	51	25	53	137	64	162	9	50	523	61	0	61	4	177	74	5	8	24	4	51	18	1	0	84	35	3	19	13	0	0	13	21	32	6	0	1	0	9	50	0	0	2	0	22	5	11	4	3	6	6	4	0	2	0	4	3	0	5	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	7	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1972	1198	1006	847	1990	358	207	469	122	71	374	184	101	115	23	43	112	51	155	11	59	47	461	4	65	2	177	42	7	15	20	4	45	29	6	0	61	37	1	15	11	0	0	14	13	47	3	0	1	0	14	52	0	0	2	0	20	5	13	8	1	8	2	5	1	1	0	5	3	0	4	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	18	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1973	2324	1016	785	1766	333	109	475	126	92	307	146	81	104	27	101	97	60	154	11	74	40	119	2	54	2	159	55	7	6	22	6	48	19	14	0	63	40	2	6	13	0	0	14	10	23	8	1	1	0	44	56	7	0	1	0	24	5	14	5	3	9	5	6	0	0	0	3	3	0	5	0	0	0	3	4	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	21	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1974	2569	1078	919	1615	339	290	495	112	99	453	160	125	95	28	49	85	28	163	23	86	57	336	3	49	1	185	55	3	2	22	6	44	29	18	0	121	35	3	17	13	0	0	13	11	69	7	1	0	0	20	54	1	3	2	0	20	7	18	6	2	10	0	8	1	1	0	4	4	0	4	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	4	3	0	0	0	18	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1975	3893	1389	778	1793	449	286	693	150	278	461	179	191	131	52	72	81	19	169	39	118	75	144	0	45	3	178	40	9	8	36	10	47	48	15	0	129	42	1	22	12	0	0	15	9	48	11	6	1	0	22	59	2	17	3	0	21	7	19	8	3	7	3	9	1	1	0	1	3	0	6	0	0	6	0	7	0	0	0	0	0	1	0	0	0	0	3	6	0	0	0	25	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5
1976	4645	1850	912	2514	474	509	1110	465	297	500	721	292	223	61	173	164	23	194	49	177	68	163	2	55	7	197	47	8	24	35	11	47	53	17	0	207	65	5	30	19	0	2	30	25	60	7	3	0	0	18	54	3	31	5	0	20	21	17	11	6	10	3	85	1	2	0	1	4	0	2	0	0	0	0	6	0	0	0	0	0	3	0	0	0	0	2	5	0	0	0	12	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1977	4702	2034	827	2414	559	580	1021	369	233	478	404	530	247	52	507	138	23	176	155	162	58	527	4	46	3	193	37	18	18	109	23	54	70	27	0	90	57	7	22	14	0	0	32	6	65	6	1	0	0	19	38	11	40	4	0	16	11	144	11	4	30	4	5	0	7	0	0	10	0	2	0	0	1	2	4	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	19	0	0	0	2	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1978	4592	1827	869	2283	486	455	1232	347	166	518	518	470	238	71	505	112	18	205	346	169	52	227	14	52	8	216	60	11	20	44	29	68	58	20	0	10	37	39	38	15	0	0	37	11	46	3	1	0	0	21	18	13	15	5	0	15	11	5	8	2	30	5	4	0	5	0	0	7	0	4	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	3	7	0	0	0	5	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1979	4434	1901	988	2554	505	466	1163	378	122	476	566	338	322	72	419	150	52	217	364	129	59	194	346	77	5	216	59	22	9	83	76	56	49	13	0	9	11	24	38	41	0	1	41	6	41	13	2	0	0	23	37	51	5	10	0	15	13	3	10	2	37	3	4	0	2	0	1	6	0	3	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	3	6	0	0	0	16	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1980	4946	2277	1103	2777	541	445	883	438	112	614	719	435	308	234	207	197	11	272	464	270	51	266	238	126	7	352	55	40	26	80	56	77	56	12	0	2	4	48	38	30	0	5	37	43	28	7	3	0	0	112	57	57	11	7	8	8	19	1	7	2	48	4	2	0	0	0	0	15	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	6	0	0	0	12	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1981	4358	2112	2339	2204	696	433	830	380	117	402	272	300	223	213	41	356	113	443	245	186	76	212	124	56	73	498	5	8	21	82	51	72	49	19	0	7	4	33	20	38	0	11	30	4	33	8	1	1	0	30	38	6	12	7	12	13	6	2	2	2	46	2	2	2	0	0	1	13	0	3	0	0	2	0	5	0	0	0	0	0	2	0	0	0	0	3	9	0	0	0	9	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1982	4302	1560	1448	1672	681	477	699	348	95	446	47	314	182	203	45	155	4	417	234	183	58	217	37	78	86	458	13	59	16	112	47	156	65	13	0	7	3	21	29	36	0	8	94	18	14	7	1	0	0	22	43	0	10	7	16	17	15	2	4	2	41	2	3	0	0	0	0	15	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1983	3506	1553	2286	2821	875	368	580	377	114	506	87	233	193	186	52	100	10	465	193	148	83	182	62	157	139	462	7	15	28	99	51	69	56	11	0	4	2	29	19	41	0	11	41	6	12	6	1	0	0	25	18	0	12	3	8	12	6	1	1	8	38	3	2	0	0	0	0	13	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1984	4497	1723	2318	3045	846	372	718	432	134	650	119	239	301	257	30	141	11	467	153	246	59	174	54	96	163	502	7	62	86	36	31	68	55	20	0	4	2	27	27	36	0	64	52	8	19	6	0	1	0	30	33	0	9	8	4	18	5	2	0	14	195	1	0	0	2	0	0	13	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1985	3408	2050	1265	2615	976	276	756	708	209	630	119	318	203	226	40	125	9	341	182	194	62	188	33	63	110	284	13	14	94	21	39	88	75	32	0	4	2	74	13	48	1	29	52	9	14	8	2	0	0	27	17	0	11	5	6	19	14	3	3	18	0	2	4	0	1	0	0	11	0	5	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1986	4581	1921	1128	2268	682	209	767	514	252	664	55	161	210	252	15	142	6	415	177	224	73	178	19	90	69	266	2	36	70	18	28	45	65	27	0	5	3	60	23	48	0	15	59	6	498	8	1	0	2	33	538	0	11	3	2	24	13	1	1	7	0	1	6	0	0	0	0	7	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
1987	4034	1495	1304	2643	986	260	794	431	361	867	46	139	173	251	44	165	5	416	146	173	71	158	7	64	77	270	13	46	55	4	21	61	77	31	0	6	2	42	11	47	0	4	55	4	15	11	4	0	0	35	63	0	11	1	6	13	6	2	3	11	0	1	12	0	0	0	0	7	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
