Year	Y	A	I	C	D	NAS	HE	S	GA	L	TD	EP	J	ED	PREX	HH	FS	E	T	AE	SI	LC	FEM	PR	ITC	GS	TC	SBA	VA	CR	PM	JU	NS	NF	W	ER	CS	P	FT	FR	FW	PE	GP	AA	IC	SSA	PRVP	HS	N	SE	CC	CSA	NMB	FE	MS	LR	AC	NCU	IA	FP	CAB	RR	FCA	NC	NA	M	FHL	FAA	MC	FMC	LGA	FA	DC	CZ	FL	ID	B	SS	OP	AR	NHA	PA	FM	NASA	F	CNF	Z	FCD	GB	ES	ICA	II	RNB	CA	X	FO	FF	SB	H	G	U	WT	WHO	PCO	OCM	PL	RP	AS	SQ	WA	RS	WY	TA	TS	GAO	FTZ	FC	RL	PAC	EC	EB	PVRP	JA	DT	JUL	VB	NMC	TF
1943	337	167	304	171	29	0	16	68	4	107	3	0	3	0	3	0	60	0	52	8	37	18	0	79	0	3	3	0	0	0	0	30	0	0	41	0	7	0	6	2	9	0	5	0	33	2	0	1	9	24	6	0	4	0	0	45	0	1	0	1	2	2	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1944	424	177	279	77	67	0	36	97	4	102	7	0	3	0	5	0	73	0	43	10	14	11	0	21	0	4	4	0	0	0	0	19	0	0	41	0	6	0	6	1	0	0	7	0	33	11	0	0	11	20	2	0	3	0	0	28	0	1	0	0	2	3	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1945	388	186	243	300	60	0	24	129	3	82	2	0	4	0	6	0	27	0	20	18	15	34	0	35	0	8	7	0	0	0	0	33	0	0	67	0	3	0	5	5	2	0	5	0	39	5	0	0	5	18	9	0	14	0	0	38	2	1	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1946	598	194	681	201	58	0	23	167	5	147	3	0	2	0	6	0	64	0	29	20	30	38	0	55	0	9	3	0	0	0	0	20	0	0	45	0	10	0	3	1	1	0	4	0	42	5	0	0	7	15	3	0	14	0	0	33	0	1	0	1	3	4	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1947	864	171	776	266	45	0	20	155	3	103	9	0	29	0	9	1	24	0	32	34	29	11	0	11	0	17	7	0	5	0	1	30	0	0	36	0	13	0	6	4	2	0	12	0	15	6	0	0	3	10	10	0	8	0	0	26	0	1	0	3	5	2	3	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1948	825	188	1765	264	62	0	22	166	4	162	3	0	4	0	4	0	20	0	42	41	27	23	0	10	0	21	2	0	0	0	0	22	0	0	13	4	9	0	4	6	1	0	4	0	46	8	0	1	2	6	10	0	12	0	0	41	0	1	0	3	2	4	3	0	0	18	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1949	1349	290	919	459	54	0	29	161	5	158	4	0	10	0	4	4	50	0	29	51	14	16	1	11	0	39	17	0	0	0	1	29	0	0	166	8	16	1	8	4	4	0	3	0	39	4	0	0	94	6	8	0	10	0	0	48	0	1	0	6	2	4	5	0	1	6	0	0	1	0	0	0	1	0	2	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1950	1378	231	667	285	86	1	30	110	6	158	8	0	9	0	2	1	103	1	28	23	17	29	0	27	0	13	2	0	0	0	1	28	0	0	34	10	16	1	3	5	0	0	8	0	48	4	0	0	1	9	8	0	6	0	0	25	0	1	0	6	3	2	2	1	0	9	0	1	0	0	0	0	2	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
1951	1336	253	436	271	133	0	17	192	6	142	2	0	9	0	9	3	64	0	24	14	22	17	0	32	0	19	0	0	1	0	1	24	1	0	42	10	17	0	3	5	0	0	2	0	57	3	0	0	2	4	13	0	1	0	0	32	0	1	0	3	4	3	5	0	1	41	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0
1952	1230	253	576	527	83	1	16	190	4	152	6	0	11	0	9	2	76	0	20	19	19	24	0	19	0	19	0	1	0	0	3	30	1	0	5	8	23	0	5	5	0	0	3	0	32	2	0	1	1	5	12	0	2	0	0	30	0	1	0	25	2	5	2	0	0	4	0	0	0	1	0	0	2	13	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1953	1258	299	571	278	126	0	23	105	5	224	2	0	9	0	8	3	56	0	41	27	26	23	0	18	1	25	3	2	0	0	3	27	1	0	3	8	17	1	3	6	0	0	3	0	43	3	0	0	2	6	18	0	2	0	0	25	0	1	0	3	6	4	4	0	0	4	0	1	0	0	0	0	1	14	0	0	0	0	0	0	0	0	3	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1954	1395	232	540	370	113	0	24	164	4	207	5	2	15	0	8	5	56	0	26	34	26	73	0	12	1	34	5	5	0	0	3	24	1	0	3	8	13	1	4	5	0	0	4	0	34	2	0	0	1	9	22	0	1	0	0	20	0	1	1	4	3	2	3	0	2	3	1	0	0	0	0	1	0	14	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1955	1664	314	437	348	144	0	34	164	6	153	5	0	11	0	15	8	127	0	21	32	48	30	0	22	2	28	7	1	0	0	2	20	8	0	2	10	27	3	6	6	1	0	4	0	58	2	0	0	2	2	16	0	1	0	0	25	0	1	2	2	11	5	7	0	1	5	1	0	0	0	0	0	1	17	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1956	1423	468	706	350	157	0	36	104	6	196	9	0	14	0	6	1	42	0	27	37	39	34	0	17	2	29	7	3	0	0	2	23	6	0	3	12	23	1	4	5	0	0	6	0	33	7	0	1	1	4	26	0	1	0	0	10	1	1	4	3	4	3	4	0	0	3	1	0	0	1	0	0	1	13	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1957	1340	370	440	261	147	0	46	174	6	186	2	0	10	0	14	0	61	2	28	33	47	49	0	22	1	27	4	2	0	0	1	24	6	0	3	12	14	1	5	6	0	0	6	0	60	8	0	0	2	6	16	0	1	0	0	13	1	1	1	7	7	5	5	0	0	2	0	1	0	0	0	0	2	13	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1958	1282	472	394	261	142	5	31	109	5	187	10	0	16	0	8	1	73	3	35	40	32	31	0	16	1	39	4	2	0	0	2	26	8	0	3	12	20	2	5	7	0	0	6	0	65	4	0	0	1	3	9	0	2	0	0	17	0	1	1	5	7	2	3	0	1	1	1	1	1	0	0	1	0	8	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1959	1537	457	554	469	183	155	40	85	5	216	11	0	10	0	15	2	58	11	31	47	50	90	0	24	1	44	4	9	1	0	1	34	5	0	2	23	13	1	3	7	0	0	7	0	53	3	0	1	2	7	21	0	1	0	0	15	6	1	2	7	7	4	7	0	0	1	0	2	0	0	0	0	2	6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1960	1547	570	557	727	187	294	56	151	6	217	21	0	10	0	15	3	114	27	34	67	59	44	0	27	0	63	2	16	1	0	4	36	7	0	3	23	9	1	11	6	0	0	18	0	75	5	0	0	1	7	24	0	1	0	0	28	3	1	2	5	8	3	7	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1961	1631	594	754	421	182	479	164	129	7	199	15	2	14	0	15	2	181	20	24	93	32	24	0	24	0	91	16	18	2	7	4	34	13	0	5	67	17	1	7	4	0	0	9	0	44	5	0	0	1	5	10	0	2	0	0	20	4	1	2	8	11	5	5	0	1	0	0	8	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1962	1508	635	786	835	150	423	148	87	9	263	17	3	12	0	11	8	177	31	40	91	45	27	0	23	0	91	9	15	1	3	1	35	5	0	3	43	16	2	10	7	0	0	11	0	62	2	0	0	1	7	32	0	2	0	0	20	12	1	3	9	7	2	6	0	1	1	0	7	0	1	0	0	3	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1963	1245	688	785	581	172	271	188	203	6	358	19	2	26	0	21	12	246	34	41	100	47	19	0	40	4	99	14	28	1	7	1	41	38	0	2	47	20	1	7	6	0	0	11	0	54	5	0	0	2	5	25	0	1	0	0	19	8	1	5	9	10	2	4	1	1	1	1	2	0	2	0	1	0	13	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1964	1304	754	818	1664	216	324	202	108	6	349	18	0	20	0	11	10	296	15	51	103	44	100	1	21	1	113	8	19	1	1	4	40	16	0	2	30	23	4	19	9	0	0	10	0	51	6	0	0	1	8	20	0	1	0	0	21	8	1	2	18	9	3	3	0	1	0	0	4	0	4	0	0	4	11	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1965	1184	742	700	1154	263	319	224	99	3	298	19	0	25	2	38	18	309	13	48	91	59	54	1	32	3	99	12	8	1	10	2	48	11	0	2	56	18	3	15	8	1	0	15	0	45	3	0	0	1	3	71	0	1	0	0	22	8	2	5	7	8	6	4	4	1	0	2	3	0	6	0	0	1	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1966	789	781	775	1133	229	250	389	93	8	322	30	3	20	7	46	16	289	35	68	88	48	39	1	31	4	89	14	6	2	15	5	40	12	1	1	95	20	3	11	11	0	0	13	0	48	4	0	1	3	10	32	0	1	0	0	23	9	2	5	11	12	3	4	1	1	0	1	6	0	5	0	0	2	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1967	824	797	803	928	270	341	292	89	5	323	21	2	22	21	65	12	252	14	61	79	62	167	1	56	3	88	20	8	2	15	4	47	14	2	0	51	19	3	17	7	0	0	14	6	50	8	0	0	0	7	47	0	1	0	0	17	8	2	10	11	10	2	5	6	1	0	1	3	0	7	0	0	1	7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1968	676	835	952	1606	262	399	296	267	6	316	46	5	22	24	102	21	279	19	57	78	562	54	1	70	5	87	25	4	2	17	5	48	26	5	1	57	22	2	11	10	1	0	15	14	37	3	0	0	0	5	43	0	1	0	0	17	6	2	4	15	10	3	5	0	1	0	2	1	0	5	0	0	3	5	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1969	946	784	819	1270	268	556	344	113	10	319	42	6	27	31	91	37	333	12	37	125	47	138	1	65	5	138	20	6	4	15	4	239	21	3	0	54	30	1	10	7	0	0	16	12	39	9	0	0	0	8	46	0	3	0	0	24	9	3	5	11	12	6	5	0	2	18	28	2	0	4	0	0	1	6	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1970	887	823	1212	1598	237	340	430	105	5	354	63	44	35	20	82	31	67	11	40	135	43	84	0	56	2	137	20	5	6	22	6	35	13	5	1	52	29	5	18	13	0	0	17	13	25	2	0	1	1	8	58	0	3	0	0	21	9	6	4	9	12	3	3	0	2	0	4	3	0	5	0	0	1	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1971	1005	965	1219	1394	335	344	446	118	26	317	106	205	49	25	134	51	62	9	50	160	515	50	0	60	4	174	74	5	8	24	5	51	16	1	1	84	35	3	19	12	0	0	13	21	32	6	0	0	1	9	50	0	2	0	0	19	5	4	3	11	6	5	4	0	2	0	3	4	0	5	0	0	1	5	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1972	1041	985	831	1982	340	207	457	120	71	359	99	178	111	23	112	42	50	11	58	152	44	296	4	64	2	172	42	7	15	20	5	45	29	6	1	61	36	1	14	11	0	0	14	13	47	3	0	0	1	14	52	0	2	0	0	19	5	8	1	12	8	2	5	1	1	0	3	4	0	4	0	0	2	5	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	1	0	1	0	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1973	2094	1000	765	1755	329	109	457	121	92	301	80	143	101	27	98	97	58	11	73	144	37	94	2	54	2	153	55	7	6	22	7	48	19	14	1	63	40	2	6	12	0	0	14	11	23	8	0	1	1	43	56	7	1	0	0	23	5	5	3	14	9	5	6	0	0	0	3	3	0	5	0	0	3	4	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1974	2347	1066	904	1574	332	290	477	109	99	448	122	155	91	28	86	47	28	22	84	159	54	305	3	48	1	181	55	3	1	22	7	41	29	18	1	121	35	3	17	13	0	0	13	9	69	7	0	1	0	20	54	1	2	3	0	19	7	6	2	18	10	0	8	1	1	0	4	3	0	4	0	0	0	6	0	0	0	0	2	0	0	0	4	3	0	0	0	0	0	0	2	0	0	0	8	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1975	3781	1357	760	1723	443	286	667	136	278	457	182	172	129	52	81	72	19	35	117	156	69	127	0	45	3	168	40	9	6	36	11	45	46	15	1	129	41	1	22	11	0	0	15	9	48	11	0	5	1	22	59	2	3	10	0	20	7	8	3	19	7	3	9	1	1	0	3	1	0	6	0	6	0	7	0	0	0	0	1	0	0	0	3	6	0	0	0	0	0	0	2	0	2	0	15	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5
1976	4519	1820	890	2456	467	507	1067	288	296	494	283	713	219	57	163	159	23	44	177	189	61	138	2	55	7	190	47	7	18	34	12	46	53	17	1	204	64	5	30	14	0	2	30	25	60	6	0	2	0	18	54	3	5	28	0	19	21	11	6	16	10	3	85	1	2	0	4	0	0	2	0	0	0	6	0	0	0	0	3	0	0	0	2	5	0	0	0	0	0	0	2	0	2	0	4	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1977	4616	1997	818	2370	557	580	993	259	230	472	523	384	239	49	136	393	23	149	161	172	52	331	4	47	3	188	37	18	18	104	24	52	70	27	1	86	51	7	22	10	0	0	32	6	65	6	0	0	0	19	38	11	4	35	0	16	11	11	4	144	30	4	5	0	7	0	10	0	0	2	0	1	2	4	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	2	0	0	0	10	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1978	4579	1796	854	2238	474	454	1179	258	162	510	445	511	234	67	113	394	18	315	169	200	45	195	14	52	8	211	60	11	17	44	31	68	56	20	1	10	34	39	38	13	0	0	37	11	46	3	0	0	0	21	18	12	5	15	0	15	11	8	2	5	30	4	4	0	5	0	7	0	0	4	0	0	0	6	0	0	0	0	0	0	0	0	3	7	0	0	0	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1979	4351	1870	970	2516	505	465	1144	371	122	469	332	548	316	71	150	340	52	340	131	212	56	157	346	77	5	212	59	22	8	83	78	56	47	13	1	9	10	24	37	11	0	1	41	6	41	13	0	2	0	23	37	51	10	5	0	15	13	10	2	3	37	3	4	0	2	0	6	1	0	3	0	0	0	8	0	0	0	0	1	0	0	0	3	6	0	0	0	0	0	0	2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1980	4867	2214	1083	2758	535	445	867	430	111	610	434	710	307	231	197	203	11	459	271	271	49	219	238	126	7	344	55	40	24	80	56	77	56	12	2	2	4	48	38	9	0	5	37	43	27	7	0	3	0	112	57	57	7	9	8	8	19	7	2	1	48	4	2	0	0	0	15	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	6	0	0	0	0	0	0	2	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1981	4222	2042	1795	2179	692	432	820	377	117	399	297	269	217	212	352	40	112	241	185	443	72	189	124	56	73	490	5	8	20	82	51	72	44	19	0	7	4	33	20	13	0	11	30	4	33	8	0	1	1	30	38	6	7	10	12	13	6	2	2	2	46	2	2	2	0	0	13	1	0	3	0	2	0	5	0	0	0	0	2	0	0	0	3	9	0	0	0	0	0	0	4	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1982	4131	1509	1443	1647	680	474	690	340	93	443	310	41	177	195	148	43	4	230	180	417	50	184	37	76	86	454	13	59	16	112	47	156	64	13	4	7	3	21	29	12	0	8	94	18	14	7	0	1	0	22	43	0	7	8	16	17	15	4	2	2	41	2	3	0	0	0	15	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	1	5	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1983	3363	1512	2200	2802	871	368	563	371	114	501	229	81	191	183	97	51	9	192	145	465	78	178	61	152	139	462	7	15	28	98	50	69	55	11	0	4	2	28	19	14	0	11	41	6	12	6	0	1	0	25	17	0	3	11	8	12	6	1	8	1	37	3	2	0	0	0	13	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1984	4292	1691	2147	3028	834	372	704	429	134	648	235	111	299	251	139	30	11	150	242	467	56	168	54	95	163	497	7	62	86	36	31	68	54	20	0	4	2	27	27	18	0	64	50	8	19	6	0	0	1	30	33	0	8	7	4	18	5	0	14	2	195	1	0	0	2	0	13	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1985	3120	2006	1258	2594	969	272	742	697	207	624	314	109	202	226	121	40	9	178	191	334	58	186	31	63	110	284	13	13	94	20	40	88	73	31	0	4	2	74	13	26	1	29	50	9	14	8	0	2	0	27	17	0	5	9	6	19	14	3	17	3	0	2	4	0	1	0	11	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1986	4081	1873	1119	2248	676	209	755	510	252	663	159	51	209	244	141	15	5	172	218	356	65	177	18	90	69	265	2	36	70	18	29	45	63	26	0	5	3	60	23	19	0	15	59	6	498	8	2	1	0	33	538	0	3	9	2	24	13	1	7	1	0	1	6	0	0	0	7	0	0	1	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
1987	3874	1477	1292	2571	972	260	783	424	361	862	135	42	173	245	165	43	5	142	173	340	67	156	7	64	77	270	13	45	55	4	21	61	76	31	0	6	2	42	11	23	0	4	55	4	15	10	0	4	0	35	59	0	1	9	6	13	6	3	10	2	0	1	12	0	0	0	7	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1988	5060	1301	1153	2281	780	304	603	354	378	990	164	50	268	214	197	28	0	113	253	344	74	169	0	61	51	273	7	41	52	3	26	61	92	44	0	5	3	31	5	18	0	8	37	8	21	8	0	2	0	47	36	0	1	9	6	9	11	3	10	3	0	1	14	0	0	0	14	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	3805	1467	1204	2550	668	202	577	695	431	1115	150	139	154	218	224	19	7	143	265	351	37	181	0	45	46	277	14	97	115	7	42	59	80	27	0	4	1	31	14	15	5	4	62	5	13	9	0	3	0	40	82	0	0	9	5	12	8	2	11	7	0	3	2	0	0	0	16	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1990	4223	2045	1211	2001	1053	213	541	326	555	1029	188	192	183	287	233	30	10	142	295	346	37	157	7	42	67	259	80	33	77	17	44	72	67	36	0	1	0	20	11	17	0	5	70	14	15	9	0	10	0	36	61	0	1	8	4	10	10	2	12	1	0	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1991	3085	1263	1084	1909	1161	238	485	285	511	1210	144	155	161	333	265	91	7	128	259	319	46	150	6	54	82	264	37	36	65	3	34	68	57	23	0	0	0	24	11	26	0	0	77	7	10	11	0	13	0	32	71	0	1	9	3	11	0	2	14	2	0	6	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1992	3477	1144	893	1864	1200	231	661	373	907	880	202	135	217	357	405	62	2	113	225	375	43	170	5	81	25	283	2	66	41	6	39	58	79	34	0	0	0	52	16	20	0	1	102	8	14	10	0	9	0	55	43	0	1	11	3	17	8	3	65	0	0	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1993	2647	1042	823	2345	723	91	612	462	629	854	178	96	238	296	366	51	0	110	214	380	41	126	3	144	22	273	3	21	30	8	31	67	65	34	0	0	0	13	11	21	0	1	71	16	14	8	33	11	0	45	34	0	0	10	3	7	4	1	3	0	0	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
1994	3216	874	569	1612	638	90	565	295	270	729	171	95	239	269	325	64	0	130	227	394	26	122	2	54	42	285	3	11	18	3	41	46	63	44	0	0	0	11	12	23	0	0	96	2	8	12	35	16	0	72	69	0	1	12	1	9	5	0	6	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
